id,name,author,date_created,medium_owned,medium_read,status,date_read,rating,genre,list,review
1042,Perspectives,Laurent Binet,2023,PhysicalBook,PhysicalBook,read,2026-06-20 00:00:00,5,BookFiction,DublinLibrary,A historical fiction that is clever in its presentation and alternate perspectives. Letters tell the story.
1043,Lili is Crying,Hélène Bessette,2025,PhysicalBook,PhysicalBook,read,2026-05-05 00:00:00,3,BookFiction,,"A series of stories that tell the story of Lili, in a way that really shows the power of restraint in language, and the nuance of things in life."
1044,Altered Carbon,Richard K. Morgan,2002,PhysicalBook,PhysicalBook,read,2026-03-10 00:00:00,5,BookFiction;BookSciFi,,"I remembered enjoying the TV show quite a lot, but I always felt a lot of that was Joel Kinnaman's charm on the screen. Still, the book felt enticing, if only because the second season felt trash and the books promised redemption. Suffice to say that that book is excellent sci-fi and is enjoyable on its own. Went and purchased the next two books as well."
1045,Broken Angels,Richard K. Morgan,2003,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1046,Woken Furies,Richard K. Morgan,2005,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1047,Inversions,Iain M. Banks,1998,PhysicalBook,PhysicalBook,read,2026-04-10 00:00:00,4,BookFiction;BookSciFi,,"Culture novel but set in a world that doesn't even know the rest of the universe exists. And through this medieval lens, the author makes interesting arguments about socieity, intervention, morals, and most important of all - stories and what choices we make."
1048,Titanium Noir,Nick Harkaway,2023,PhysicalBook,PhysicalBook,read,2026-03-31 00:00:00,3,BookFiction;BookSciFi,,"Since the author always comes up with some bizzare twist on things, this felt enticing. It was, and the noir part does hold up to some extent. Overall a bit long, and the story doesn't get pulled as tightly as it could. "
1049,Love Machines: How Artificial Intelligence is Transforming Our Relationships,James Muldoon,2026,PhysicalBook,PhysicalBook,read,2026-05-20 00:00:00,3,BookNonFiction,,"Since I'm working in a project on AI companions, this was an essential read. The book does seem interesting but the end result is shallow. There are several aspects where it felt that there isn't enough exploration or nuance. End result: maybe the book helps someone who barely knows about the subject. "
1050,Green City Wars,Adrian Tchaikovsky,2026,,,to-read,,,BookFiction;BookSciFi,,
1051,Mushrooms: A guide to fungi and toadstools,Liz O'Keefe,2024,PhysicalBook,,to-read,,,BookNonFiction,,
1052,Creation Lake,Rachel Kushner,2024,PhysicalBook,PhysicalBook,read,2026-06-28 23:59:00,4,BookFiction,,"The reactions to this book are interesting. It seems that a lot of people picked up this book because it promised to be a 'spy thriller' (misleading marketing?) and it is to do with spying but to call it a thriller is definitely inaccurate. This is a book about society and individuality, masquedering or rather set in a spy setting. The premise is simple. But the writing and elaborations are the highlight. It demanded to be read slowly and carefully to absord the tinest of things, sometimes that came as fully formed, for example observations on the situation. The book also contains a large amount of fictitous correspondence with a crazy guy living in a cave who goes on an on about Neanderthals (as a rejection of who we are today?) Good book, interesting writing."
1053,Empire of AI: Dreams and Nightmares in Sam Altman's OpenAI,Karen Hao,2025,PhysicalBook,PhysicalBook,read,2026-03-16 00:00:00,5,BookNonFiction,,"A seminal work from a reputed journalist, this book really explores the rise of OpenAI and tells a story that bares the reality of chaos. Essential reading for those working in this field."
1054,The Political System of the European Union,Simon Hils,1999,PhysicalBook,,to-read,,,BookNonFiction,,
1055,The Power of One: How I Found the Strength to Tell the Truth and Why I Blew the Whistle on Facebook,Frances Haugen,2023,PhysicalBook,PhysicalBook,read,2026-05-15 00:00:00,4,BookNonFiction,,"The infamous facebook whistleblower story. I picked up because the book showed some technical discussions from the author's own experiences. It was a good read, more for the amount of details put in and for the courage it took to come forward and expose things."
1056,Made Things,Adrian Tchaikovsky,2019,,,to-read,,,BookFiction;BookSciFi,,
1057,The Hungry Gods,Adrian Tchaikovsky,2025,,,to-read,,,BookFiction;BookSciFi,,
1058,Quantum of Nightmares,Charles Stross,2022,,,to-read,,,BookFiction;BookSciFi,,
1059,Lost in Work: Escaping Capitalism,Amelia Horgan,2021,,,to-read,,,BookNonFiction,,
1060,When the Moon Hits Your Eye,John Scalzi,2025,,EBook,read,2026-06-17 00:00,3,BookFiction;BookSciFi,DublinLibrary,"A whacky story about what would happen if one day the moon suddenly turned to cheese. This is more of a commentary on the responses of the government, the internet bloggers, and other forms of poking fun at how we live absurd lives"
1061,Thirteen ways to kill Lulabelle Rock,Maud Woolf,2024,,EBook,read,2026-06-10 00:00,2,BookFiction;BookSciFi,DublinLibrary,"A story about hiring your clone to kill other (consensual) clones because, what?, you got bored of them? So much promise in this one, and yet it felt forced, cliched, and just not satisfying. Also felt derivated, as in to the extreme."
1062,Run,Blake Crouch,2011,,EBook,read,2026-06-08 00:00,2,BookFiction;BookSciFi,DublinLibrary,"Things happen, they sound dangerous and globally threatening, so run. This was not as entertaining as other books, and in fact, felt very forced and artificial."
1063,Starter Villain,John Scalzi,2023,,EBook,read,2026-05-30 00:00,3,BookFiction;BookSciFi,DublinLibrary,"Inherit a villainish empire, have fun doing all the bond villain stuff. Entertaining, but nothing special otherwise. "
1064,The Census Taker,China Miéville,2016,,EBook,read,2026-05-29 00:00,4,BookFiction,DublinLibrary,"Deep story that demands thoughtfulness. But also difficult to read and understand the many many layers of thought behind each action, and the subtlety of shaping the story in a certain way. Are we sure we understood things correctly? Or do we just prefer to have a happy ending after all?"
1065,The Kaiju Preservation Society,John Scalzi,2022,,EBook,read,2026-06-30 00:00,4,BookFiction;BookSciFi,DublinLibrary,Not all books have to be deep complex stories and full of amazing world-building. Sometimes a book is like a good snack -- it is just enough to get you through a flight or a beach day. This is a good book for that sort of thing. There's that silly bit of pushing the plot along and then there;s some sprinkled bits about modernity - like mentioning the president since this book was written during covid. The overall pace moves along just well enough to not delve too deep nor bore you. 
1066,Nettle & Bone,T. Kingfisher,2022,,EBook,read,2026-07-01 02:00,4,BookFiction;BookSciFi,DublinLibrary,"Fantasy but touched with reality. Knowing more about the hard choices one makes, especially as a woman, really shapes the story beyond just magic and action or whatever typical things are. Really nicely put together. Enough nuance to have things be conscious but not enough to feel in your face or that it isn't part of the story. The ending was a bit of a rush, but it still was enjoyable. In a weird way reminded me of reading Earthsea series."
1067,Metronome,Tom Watson,2022,,EBook,read,2026-07-17 17:00:00,4,BookFiction,DublinLibrary,"A well written book with a simple premise, though I felt that some things were not as well developed. For example, without spoilers, there were plot devices that 'just worked' and had to work for the story to progress. That felt unrealistic. Apart from that this is a well written book and the two characters felt well thought out. Aside, this book should not be classified as sci-fi because there is a very little soft touch of actual science fiction here. It is still a good fiction book."
